Name,Rating,Fifa Ability Overall,Position,Apps,Assists,Aerials Won per game,Man of the match,Tackles,Clearances per game,Dribbled past per game,Goals,"Shots per
game",Dribbles per game,Key passes per game,Passes per game,Pass success percentage,Crosses,Avg Minutes Played
Sandro,6.65,75,M(C),9,1,1.8,0,2.1,1.8,0.6,0,0.4,0.0,0.5,25.5,78.9,0.0,79.33333333333333
Alberto Grassi,6.65,75,M(C),5,0,0.9,0,2.9,1.0,1.1,0,0.7,0.7,0.3,16.6,81.0,0.0,92.2
Júnior Tavares,6.65,65,"D(L), M(L)",2,0,0.7,0,0.7,0.3,0.7,0,0.3,1.0,0.7,60.7,92.9,0.7,92.0
João Pedro,6.65,76,"AM(C), FW",30,2,2.1,1,0.5,0.4,0.2,7,1.8,0.6,1.0,21.6,74.5,0.5,85.7
Giovanni Simeone,6.64,78,"AM(R), FW",27,3,1.1,1,1.2,0.3,0.6,6,1.8,0.7,0.8,9.3,68.7,0.1,91.07407407407408
Mehdi Bourabia,6.64,71,M(C),21,0,1.5,2,1.6,0.9,1.0,1,1.1,1.0,0.8,32.1,83.7,0.3,95.66666666666667
Artur Ionita,6.64,74,AM(C),34,2,2.5,1,1.8,0.8,1.1,3,1.0,0.5,0.5,30.4,83.3,0.2,87.61764705882354
Marco DAlessandro,6.63,70,M(LR),16,2,0.2,0,2.3,1.2,0.8,0,0.5,1.3,0.9,20.6,73.9,0.5,93.5625
Adam Marusic,6.63,86,M(R),24,1,1.2,0,1.2,1.0,0.3,1,0.6,0.8,0.8,29.4,83.9,0.6,88.08333333333333
Douglas Costa,6.63,72,M(CLR),7,0,0.0,1,0.6,0.1,0.3,1,1.2,1.8,1.2,17.5,86.2,0.4,88.57142857142857
Ivan Radovanovic,6.63,77,DMC,15,0,2.9,0,1.3,1.2,0.6,0,1.4,0.4,0.3,42.6,81.1,0.1,85.46666666666667
Emanuel Vignato,6.62,61,AM(C),8,1,0.3,0,0.8,0.0,0.6,1,0.9,1.1,1.1,28.4,84.5,0.9,82.625
Antonino Barillà,6.62,67,M(C),30,2,0.8,1,2.1,1.2,1.1,3,0.6,0.5,0.6,24.8,73.0,0.2,87.43333333333334
Ignazio Abate,6.62,77,"D(R), M(R)",15,0,0.7,0,1.8,2.2,0.4,0,0.1,0.2,0.4,42.4,83.7,0.3,87.06666666666666
Filippo Costa,6.62,71,M(L),6,0,0.8,0,1.8,2.8,0.6,0,0.7,0.8,0.8,19.1,77.9,0.4,93.66666666666667
Rogerio,6.61,79,"D(L), M(L)",29,2,0.8,1,1.7,2.6,0.8,1,0.4,0.6,0.6,40.6,82.5,0.5,92.06896551724138
Paolo Faragò,6.61,71,"D(R), DMC, M(R)",17,1,1.9,0,1.7,1.3,1.2,1,0.8,0.5,0.8,28.2,76.5,0.6,99.82352941176471
Blerim Dzemaili,6.61,77,M(C),20,1,0.7,0,1.6,0.4,1.4,1,1.5,1.0,0.6,24.6,79.2,0.1,87.5
Charalampos Lykogiannis,6.61,66,"D(L), M(L)",9,1,1.2,0,1.3,2.3,0.5,0,0.6,0.4,0.7,26.6,68.3,0.7,92.11111111111111
Fabio Borini,6.6,76,"M(LR), FW",10,2,1.2,0,0.7,0.9,0.3,2,1.5,0.4,0.7,17.0,71.8,0.0,104.9
Alex Berenguer,6.6,76,"D(LR), M(CL)",15,3,0.5,0,1.0,0.3,0.7,2,0.7,1.1,1.2,19.3,77.1,0.7,98.6
Luca Siligardi,6.6,71,"AM(LR), FW",19,2,0.5,1,1.0,0.3,0.5,1,1.3,1.2,0.6,15.2,69.6,0.5,86.57894736842105
Jacob Rasmussen,6.6,67,"D(C), DMC",10,1,2.6,0,1.3,3.6,0.6,0,0.2,0.2,0.2,45.6,88.3,0.0,101.7
Marko Rog,6.6,75,DMC,4,0,0.3,0,1.3,0.1,0.7,1,0.7,0.9,0.0,20.4,90.8,0.0,83.0
Hidde ter Avest,6.6,69,"D(R), M(R)",12,1,0.7,0,2.0,1.7,0.5,0,0.2,0.3,0.6,29.3,73.2,0.5,81.75
Andrea Beghetto,6.6,66,M(L),25,3,0.2,0,1.0,1.5,0.4,0,0.9,0.3,2.0,27.2,67.8,2.1,89.08
Marco Benassi,6.6,77,AM(CR),29,1,0.4,1,0.9,0.8,0.8,7,1.8,0.5,1.0,24.7,76.9,0.3,79.17241379310344
Luca Valzania,6.6,69,M(C),11,1,0.8,0,1.6,0.5,1.5,2,1.5,0.5,0.8,19.4,77.0,0.2,82.36363636363636
Manolo Gabbiadini,6.6,77,"AM(CLR), FW",8,2,0.8,0,0.3,0.2,0.4,4,1.7,0.3,0.8,15.1,77.2,0.2,100.875
Raffaele Maiello,6.59,70,M(C),22,0,0.4,0,1.4,1.1,0.4,0,0.3,0.7,0.7,41.5,81.9,0.2,93.0
Pasquale Schiattarella,6.59,73,"DMC, M(R)",20,4,0.7,0,1.5,0.9,0.9,0,0.5,0.4,1.3,47.0,86.8,0.8,92.15
Amadou Diawara,6.59,77,DMC,8,0,0.5,0,0.9,0.8,0.1,0,0.8,0.7,0.4,41.8,92.8,0.0,82.625
Valentin Eysseric,6.59,76,AM(CLR),4,1,0.8,0,0.8,0.0,0.3,0,0.5,0.1,1.5,19.9,81.8,0.5,89.25
Andrea Poli,6.58,77,M(CL),23,1,0.3,0,2.2,0.3,1.4,4,1.0,0.3,0.5,24.3,89.0,0.1,84.65217391304348
Patrik Schick,6.58,77,"AM(R), FW",15,0,2.1,1,0.5,0.5,0.8,3,1.4,0.4,0.8,11.0,74.7,0.0,87.66666666666667
Mehdi Léris,6.58,62,M(CR),18,2,1.5,1,2.3,0.7,1.3,0,1.3,1.0,0.8,29.4,78.1,0.4,89.61111111111111
Luca Rigoni,6.57,75,M(CR),20,1,0.8,0,1.9,1.6,0.7,2,0.7,0.3,0.4,23.3,80.0,0.1,88.2
Mario Pasalic,6.57,76,M(C),17,3,1.4,0,1.0,0.3,0.7,5,1.1,0.5,0.7,30.0,83.0,0.1,95.23529411764706
Mitchell Dijks,6.57,71,"D(L), M(L)",23,0,1.8,0,1.2,1.6,0.9,1,0.4,1.3,0.6,27.2,76.2,0.4,88.1304347826087
Emil Hallfredsson,6.57,72,AM(C),1,0,0.0,0,0.0,1.0,0.3,1,0.3,0.0,0.3,18.0,92.6,0.0,135.0
Luca Valzania,6.57,69,M(C),1,0,2.0,0,2.5,0.0,1.0,0,0.5,0.5,0.0,13.0,76.9,0.0,73.0
Valter Birsa,6.57,80,"M(CLR), FW",12,2,0.5,0,0.8,0.7,0.8,2,0.9,0.8,1.4,29.3,80.5,0.8,91.91666666666667
Andrea Conti,6.56,75,"D(R), M(R)",4,2,0.8,0,0.8,0.8,0.6,0,0.0,0.4,0.5,24.2,83.4,0.6,123.75
Kevin Lasagna,6.55,77,"AM(L), FW",26,2,2.4,0,0.2,0.9,0.3,6,1.8,0.3,0.5,12.5,69.9,0.1,94.26923076923077
José Mauri,6.54,72,M(C),2,0,0.4,0,1.6,0.0,0.8,0,0.8,1.0,0.4,20.0,89.0,0.0,103.5
Ivan Radovanovic,6.54,77,DMC,19,0,1.4,0,1.4,1.9,1.1,0,1.6,0.4,0.5,53.8,85.7,0.0,89.84210526315789
Jens Stryger Larsen,6.54,73,"D(CLR), M(R)",36,4,0.8,0,1.2,2.3,0.6,1,0.4,0.3,0.9,39.4,79.6,0.6,89.88888888888889
Leo Stulac,6.54,69,M(C),17,2,0.5,1,0.7,1.2,0.5,0,0.8,0.3,0.8,25.0,85.8,0.5,85.3529411764706
Adam Ounas,6.53,73,AM(CLR),6,0,0.2,1,0.3,0.0,0.5,3,1.2,1.1,1.0,15.1,83.4,0.1,89.0
Daniel Bessa,6.53,72,AM(C),25,3,0.4,0,1.7,0.3,0.8,1,0.9,0.5,1.1,30.4,84.3,0.4,97.76
Pawel Jaroszynski,6.52,65,"D(L), M(L)",15,0,1.2,0,1.5,1.9,0.8,0,0.3,0.5,0.7,33.1,72.0,0.7,90.0
Raman Chibsah,6.52,71,M(C),30,0,0.6,0,1.4,0.8,1.2,1,1.0,1.6,0.6,27.6,82.5,0.2,87.53333333333333
Simone Edera,6.52,67,Midfielder,3,0,0.3,0,1.0,0.0,0.5,0,2.0,1.8,0.5,17.3,79.7,0.3,66.0
Edimilson Fernandes,6.5,71,M(CR),23,0,0.7,1,1.2,1.0,0.8,2,0.7,0.7,0.9,29.5,85.8,0.1,85.8695652173913
Mirko Valdifiori,6.5,75,DMC,8,1,0.1,0,1.3,0.5,0.4,0,0.5,0.1,1.5,33.7,86.0,0.9,83.375
Cristian Molinaro,6.5,72,"D(L), M(L)",13,0,1.4,0,1.1,2.6,0.4,0,0.1,0.5,1.0,31.3,70.5,0.8,89.3076923076923
Matteo Scozzarella,6.5,69,M(C),17,3,0.2,0,0.8,1.4,1.1,0,0.4,0.3,0.9,28.4,82.4,0.7,86.41176470588235
Emiliano Rigoni,6.5,78,AM(CLR),6,0,0.3,1,0.5,0.3,0.3,3,1.3,1.3,0.8,15.9,73.3,0.4,87.0
Federico Viviani,6.49,76,DMC,5,0,0.8,0,1.2,0.4,1.0,0,0.8,0.6,0.6,42.8,84.6,0.6,68.2
Sandro,6.49,75,M(C),7,0,1.3,0,1.5,1.3,0.5,0,0.7,0.6,0.3,22.1,80.0,0.0,85.0
Oscar Hiljemark,6.49,73,AM(C),15,0,0.7,0,1.0,0.8,0.6,1,0.8,0.5,0.7,27.7,81.5,0.4,80.13333333333334
Emanuele Giaccherini,6.49,77,M(CLR),22,1,0.5,1,0.5,0.3,1.0,3,1.3,1.0,1.7,36.9,78.4,1.2,91.27272727272727
Francesco Magnanelli,6.49,75,DMC,21,0,0.7,1,2.0,1.3,1.0,0,0.3,0.3,0.2,50.7,88.5,0.0,88.52380952380952
Miguel Veloso,6.49,73,M(C),14,1,0.6,0,1.5,0.9,0.8,0,1.4,0.1,1.1,26.5,79.5,1.0,89.92857142857143
Leonardo Spinazzola,6.49,77,"D(L), M(L)",6,1,1.1,0,0.9,0.4,0.4,0,0.8,1.1,0.8,30.0,83.0,0.6,99.66666666666667
Simone Verdi,6.48,81,"AM(CLR), FW",9,3,0.1,1,0.7,0.1,0.4,3,0.9,0.5,0.6,15.0,85.5,0.5,77.88888888888889
Fabio Depaoli,6.48,66,"D(R), DMC, M(R)",27,4,1.0,0,2.2,2.1,1.0,0,0.4,0.4,1.0,26.0,73.2,0.7,91.4074074074074
Goran Pandev,6.47,75,"M(CR), FW",12,2,0.4,1,0.5,0.1,0.2,4,1.0,0.6,0.8,13.3,76.2,0.2,93.5
Borja Valero,6.46,81,M(CL),12,1,0.1,0,0.8,0.7,0.8,0,0.4,0.1,0.7,43.3,93.7,0.2,102.25
Samu Castillejo,6.46,82,AM(CLR),8,2,0.4,1,0.5,0.3,0.7,4,1.0,0.6,0.6,13.9,86.7,0.3,126.0
Federico Di Francesco,6.46,76,M(LR),14,2,0.2,1,0.5,0.1,0.2,2,1.3,0.7,0.6,18.3,85.3,0.1,77.21428571428571
Filip Djuricic,6.46,74,"AM(CLR), FW",16,1,0.6,1,0.7,0.2,0.7,2,0.7,0.8,1.0,23.4,83.5,0.3,78.8125
Roberto Soriano,6.46,77,AM(CL),6,2,0.6,0,0.8,0.1,0.6,0,0.5,0.9,0.8,19.5,84.6,0.3,78.0
Ronaldo Vieira,6.46,72,DMC,6,0,1.0,0,1.4,1.7,0.3,0,0.5,0.4,0.3,28.4,85.1,0.0,99.0
Luca Antonelli,6.46,76,"D(L), M(CL)",10,1,0.8,0,1.0,1.7,0.8,0,0.4,0.4,0.5,24.8,71.5,0.0,76.1
Claud Adjapong,6.45,71,"D(R), M(LR)",3,0,0.4,0,0.8,0.8,0.2,1,0.4,1.2,0.4,14.2,74.6,0.0,90.33333333333333
Patric,6.45,72,"D(CR), M(R)",12,0,0.8,0,1.3,1.5,0.5,0,1.0,0.1,0.5,43.3,83.2,0.1,90.41666666666667
Jonathan Biabiany,6.44,74,"M(LR), FW",12,0,1.0,0,1.7,0.6,0.4,0,0.2,1.1,0.5,16.2,72.9,0.2,89.08333333333333
Riccardo Saponara,6.44,78,AM(C),11,4,0.3,0,0.5,0.4,0.4,2,1.1,0.7,1.1,20.3,69.4,0.1,82.54545454545455
Iuri Medeiros,6.44,76,"AM(CR), FW",2,0,0.5,0,1.0,0.0,0.5,0,1.0,1.5,1.0,20.5,90.2,0.0,54.0
Ezequiel Schelotto,6.43,73,"D(R), M(LR)",2,0,1.3,0,0.8,1.8,0.3,0,0.5,0.0,0.5,18.0,65.3,0.3,71.5
Marko Pjaca,6.43,76,"AM(L), FW",8,1,0.6,0,0.5,0.3,0.2,1,1.0,0.6,0.8,11.0,76.1,0.0,93.25
Sasa Lukic,6.43,73,DMC,11,0,0.3,0,0.9,0.4,0.5,2,0.4,0.3,0.5,18.3,87.9,0.5,89.27272727272727
Afriyie Acquah,6.42,73,DMC,19,0,0.8,1,1.0,0.5,0.3,2,0.8,1.0,0.4,24.7,82.2,0.1,79.6842105263158
Filip Bradaric,6.42,70,DMC,17,1,0.9,0,1.0,1.7,0.4,0,0.5,0.0,0.3,38.0,85.9,0.1,87.88235294117646
Lorenzo Crisetig,6.42,74,M(C),5,0,0.9,0,1.8,1.4,1.1,0,0.0,0.1,0.1,25.3,85.6,0.1,101.0
Kevin Mirallas,6.42,68,"M(CLR), FW",15,1,0.3,0,0.6,0.2,0.3,2,1.1,0.5,1.0,13.4,76.9,0.7,86.66666666666667
Esteban Rolón,6.42,70,DMC,10,0,0.5,0,2.4,0.4,1.3,0,0.4,0.6,0.5,18.9,77.2,0.0,104.3
Matheus Pereira,6.41,76,Midfielder,1,0,0.3,0,1.0,0.0,0.7,0,0.7,0.3,0.7,13.0,84.6,0.3,91.0
Simone Padoin,6.41,71,"D(LR), M(CLR)",22,2,0.5,0,1.1,1.6,0.6,0,0.1,0.3,0.5,27.3,82.1,0.6,87.0
Perparim Hetemaj,6.41,77,M(CL),25,0,0.7,0,1.7,0.7,1.6,2,0.4,0.6,0.5,29.8,81.2,0.4,86.44
Mattia Valoti,6.41,69,AM(CL),14,0,1.0,0,1.4,0.6,0.7,2,0.8,0.4,0.4,20.7,80.6,0.1,87.64285714285714
Alessandro Deiola,6.4,64,M(C),5,1,0.6,0,1.2,0.7,0.6,0,0.7,0.2,0.3,17.3,75.1,0.0,108.4
Mirco Antenucci,6.4,76,"AM(C), FW",22,0,1.1,0,0.3,0.1,0.3,5,1.4,0.6,0.7,14.5,79.7,0.1,96.63636363636364
Paolo Sammarco,6.4,68,M(C),6,0,1.0,0,2.0,0.1,0.4,1,0.8,0.6,0.8,39.6,78.9,0.4,92.16666666666667
Bryan Dabo,6.4,74,"D(R), M(CR)",6,1,1.2,0,0.4,0.8,0.2,1,0.4,0.3,0.5,17.0,80.3,0.0,137.0
Ladislav Krejci,6.39,76,M(L),11,3,0.4,0,0.9,0.6,0.3,0,0.5,0.2,0.9,26.5,83.6,0.7,96.63636363636364
Ádám Nagy,6.38,75,DMC,10,0,0.4,0,2.1,0.8,0.7,0,0.4,0.3,0.6,36.4,86.8,0.1,97.2
Mattia Sprocati,6.38,72,Midfielder,5,0,0.2,0,0.6,0.3,0.4,1,0.6,0.3,0.7,12.1,73.1,0.3,127.8
Antonio Candreva,6.38,81,M(CLR),5,0,0.1,0,0.1,0.3,0.4,1,1.2,0.3,0.9,11.9,82.7,0.9,98.6
Valon Berisha,6.37,76,AM(C),1,0,0.0,0,1.0,0.4,0.3,0,0.1,0.1,0.5,17.5,87.1,0.3,192.0
Pedro Pereira,6.36,69,"D(R), M(R)",15,0,0.7,0,0.8,1.8,0.3,0,0.1,0.5,0.7,18.2,75.5,0.4,91.93333333333334
Darwin Machís,6.36,75,AM(L),4,1,0.3,0,0.5,0.5,0.3,0,1.2,1.0,0.8,10.5,80.1,0.2,114.25
Francesco Cassata,6.36,69,AM(C),14,2,0.4,0,1.1,0.6,0.7,2,0.7,1.0,0.6,17.4,77.9,0.1,80.71428571428571
Manuel Pasqual,6.36,74,"D(L), M(L)",13,2,0.2,0,1.2,1.1,1.3,1,0.4,0.1,1.0,34.0,73.1,1.4,103.0
Diego Laxalt,6.35,78,"D(L), M(CL)",6,0,0.3,0,1.3,0.6,0.5,0,0.3,0.4,0.4,16.0,77.8,0.4,106.66666666666667
Diego Farias,6.35,73,"AM(CLR), FW",7,0,0.3,0,0.8,0.3,0.6,3,1.4,0.3,0.3,13.8,81.0,0.1,100.0
Bruno Jordao,6.35,77,Midfielder,1,0,1.3,0,1.0,0.7,0.7,0,0.3,1.7,0.3,14.3,83.7,0.0,87.0
Sofian Kiyine,6.34,66,Midfielder,9,1,0.5,0,1.2,0.2,0.5,0,0.9,1.2,0.4,13.8,80.2,0.3,89.88888888888889
Mirko Gori,6.33,70,M(C),2,0,0.4,0,1.6,0.8,1.2,0,0.4,0.2,0.3,12.8,77.3,0.6,160.5
Marko Pajac,6.33,70,M(L),0,0,0.3,0,0.3,0.3,0.0,0,0.0,0.3,0.3,13.0,82.1,1.0,
Marcello Gazzola,6.32,73,"D(R), M(R)",9,0,1.2,0,0.5,1.2,0.2,1,0.1,0.2,0.2,14.3,64.9,0.4,101.66666666666667
Danilo Soddimo,6.32,69,AM(L),1,1,0.6,0,1.1,0.2,0.3,0,0.6,0.2,0.8,10.0,80.0,0.6,244.0
Mattias Svanberg,6.31,69,M(CL),13,3,0.4,0,1.0,0.5,0.6,0,1.0,0.4,0.7,13.5,77.2,0.3,90.38461538461539
Giuseppe Pezzella,6.31,71,"D(L), M(L)",2,0,0.0,0,1.3,1.5,1.5,0,0.3,0.3,0.5,11.8,63.8,0.3,92.0
Salih Ucan,6.31,77,AM(C),1,1,0.4,0,0.7,0.1,0.5,1,0.9,0.4,0.4,11.8,73.9,0.1,249.0
Leonardo Capezzi,6.31,84,M(C),10,0,0.6,0,1.1,0.7,0.5,0,1.0,0.5,0.2,40.9,85.3,0.2,77.6
Martín Cáceres,6.3,78,"D(CLR), M(R)",7,0,1.6,0,0.8,1.3,0.0,0,0.4,0.0,0.1,50.3,92.5,0.0,89.57142857142857
Nicola Rigoni,6.3,74,DMC,23,1,2.0,0,1.8,1.8,1.2,0,0.9,0.1,0.3,37.1,80.5,0.0,85.1304347826087
Paolo Ghiglione,6.29,63,M(R),6,0,0.2,0,0.9,2.0,0.9,1,0.9,0.2,0.7,19.1,67.4,0.8,85.66666666666667
Joel Campbell,6.29,76,"AM(LR), FW",11,3,0.1,0,0.9,0.1,0.8,0,0.8,0.8,0.6,14.9,76.8,0.1,81.27272727272727
Francesco Zampano,6.28,70,"D(R), M(R)",24,1,0.6,0,1.3,1.3,0.6,0,0.6,0.4,0.6,25.2,73.7,0.6,87.66666666666667
Valter Birsa,6.27,80,"M(CLR), FW",4,0,0.0,0,0.4,0.3,0.3,0,0.9,0.3,0.8,17.3,86.1,0.8,87.25
Rai Vloet,6.26,67,AM(C),1,0,0.2,0,0.8,0.2,0.6,0,1.0,0.0,0.8,7.4,86.5,0.2,120.0
Matteo Brighi,6.26,69,M(C),1,0,0.4,0,1.1,0.3,0.7,1,0.1,0.0,0.2,9.2,80.4,0.0,224.0
Assane Dioussé,6.25,72,DMC,9,0,0.3,0,1.7,0.9,0.9,0,0.5,0.5,0.4,34.6,81.4,0.2,99.0
Vittorio Parigini,6.23,68,AM(CL),2,0,0.4,0,0.6,0.2,0.2,0,0.5,0.5,0.5,5.6,71.6,0.2,183.0
Godfred Donsah,6.23,76,DMC,1,0,0.2,0,0.5,1.2,0.3,0,0.3,0.8,0.2,9.7,84.5,0.0,148.0
Jordan Lukaku,6.22,77,"D(L), M(L)",1,0,0.3,0,0.6,0.1,0.3,0,0.0,0.6,0.1,12.3,82.6,0.1,170.0
Emmanuel Badu,6.22,75,DMC,2,0,1.0,0,1.0,0.5,0.0,0,0.5,0.0,0.3,8.0,84.4,0.0,80.5
Cyril Théréau,6.21,76,"AM(CL), FW",1,0,1.6,0,0.2,0.4,0.0,0,0.4,0.4,0.0,13.2,72.7,0.0,123.0
Amato Ciciretti,6.2,74,AM(R),1,0,0.2,0,0.2,0.0,0.0,0,0.2,1.2,0.3,10.3,72.6,0.2,136.0
Massimo Gobbi,6.2,71,"D(L), M(L)",13,1,0.5,0,0.9,2.5,1.1,0,0.2,0.1,0.5,28.7,75.2,0.3,91.07692307692308
Dawid Kownacki,6.19,70,"AM(L), FW",0,1,0.5,0,0.2,0.0,0.2,1,0.5,0.3,0.5,6.0,79.5,0.1,
Antonin Barak,6.19,73,AM(C),4,0,0.6,0,1.1,0.3,1.1,0,0.5,0.4,0.3,21.8,84.5,0.0,82.25
Matteo Pessina,6.19,68,Midfielder,1,1,0.7,0,0.3,0.3,0.1,0,0.3,0.0,0.2,15.9,86.4,0.2,229.0
Enrico Brignola,6.18,70,AM(CR),2,0,0.3,0,0.3,0.1,0.3,1,0.9,0.1,0.1,9.9,82.6,0.0,86.0
Federico Dionisi,6.18,73,"AM(L), FW",1,0,0.4,0,0.3,0.0,0.2,1,1.2,0.1,0.7,5.8,71.2,0.2,197.0
Luca Mazzitelli,6.18,73,DMC,3,0,1.0,0,0.5,0.6,0.1,0,0.5,0.0,0.3,20.6,75.7,0.1,106.66666666666667
Riza Durmisi,6.17,76,"D(L), M(L)",2,1,0.1,0,0.4,0.6,0.1,0,0.4,0.1,1.0,12.5,77.6,0.2,159.5
Antonio Di Gaudio,6.15,74,AM(L),9,1,0.2,0,0.2,0.3,0.3,0,1.1,0.5,0.3,9.3,60.4,0.0,78.22222222222223
Marcello Trotta,6.15,72,"AM(R), FW",4,0,0.3,0,0.6,0.2,0.2,0,0.7,0.1,0.3,9.1,73.4,0.1,98.75
Jakub Jankto,6.15,76,AM(CL),7,0,0.2,0,0.3,0.5,0.4,0,0.9,0.0,0.2,20.2,82.8,0.3,135.57142857142858
Daniele Dessena,6.13,70,"D(R), M(C)",3,0,0.8,0,0.2,0.3,0.2,0,0.5,0.0,0.1,15.7,75.7,0.1,116.0
Orji Okwonkwo,6.12,70,AM(R),2,0,1.1,0,0.5,0.0,0.0,0,0.6,0.4,0.3,5.6,68.9,0.0,127.5
Alessio Da Cruz,6.11,63,Midfielder,1,0,0.7,0,0.7,0.0,0.3,0,0.3,0.7,0.0,8.7,80.8,0.0,142.0
Alessandro Deiola,6.1,64,M(C),5,0,0.5,0,0.7,0.6,1.0,0,0.8,0.0,0.1,15.9,74.2,0.0,89.6
Marco Sau,6.09,73,"AM(C), FW",5,0,0.1,0,0.3,0.3,0.3,1,0.6,0.4,0.5,10.1,89.4,0.0,110.8
Simone Edera,6.09,67,Midfielder,1,0,0.3,0,0.0,0.0,0.3,0,0.3,0.0,0.7,10.3,87.1,0.3,77.0
Marco Sau,6.09,73,"AM(C), FW",0,0,0.2,0,0.0,0.0,0.0,0,0.0,0.2,0.0,4.6,100.0,0.0,
Lucas Piazon,6.07,72,AM(CLR),0,0,0.0,0,0.5,0.0,0.5,0,0.3,0.3,0.3,7.3,75.9,0.0,
Emil Hallfredsson,6.01,72,AM(C),5,0,0.2,0,1.7,0.5,1.5,0,0.2,0.2,0.7,24.8,84.6,0.0,78.6
Everton Luiz,5.99,67,DMC,2,0,0.1,0,1.1,0.7,0.4,0,0.2,0.3,0.0,13.0,86.2,0.0,156.5
Martín Cáceres,5.99,78,"D(CLR), M(R)",3,0,0.8,0,1.0,2.3,0.5,0,0.8,0.0,0.0,35.5,88.0,0.0,102.0
Svante Ingelsson,5.97,66,AM(R),1,0,0.0,0,0.3,1.3,0.0,0,0.7,0.3,0.0,11.3,61.8,0.0,96.0
Stephane Omeonga,5.95,60,M(C),0,0,0.7,0,0.3,0.7,0.3,0,0.0,0.0,0.7,8.7,76.9,0.0,
Giuseppe Pezzella,5.83,71,"D(L), M(L)",1,0,0.0,0,0.4,0.6,0.0,0,0.2,0.0,0.2,6.8,76.5,0.2,110.0
manipulation,string,string,string,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,
